"ID";"Date MAJ";"Nom";"Statut";"EPN";"Nature";"Contact mail";"Adresse";"Code postal";"Commune";"Téléphone";"Site internet";"Accès équipement";"Type équipement";"Conditions accès équipement";"Coût accès équipement";"Médiation numérique";"Type médiation numérique";"Conditions accès médiation numérique";"Accompagnement médiation numérique";"Coût accès médiation numérique";"Fréquence médiation numérique";"Démarches";"Démarches spécifiques";"Type démarches";"Conditions accès démarches";"Accompagnement démarches";"Coût accès démarches";"Fréquence démarches";"Stockage";"Coût stockage";"Vente matériel";"Typé vente matériel";"Détail publics";"Détail territoire";"PMR";"Accès transports en commun";"APTIC";"Latitude";"Longitude";"Département";"Arrondissement";"EPCI"
1025;2018;Médiathèque Jean Moulin;Public;Non;Bibliothèque - Médiathèque;-----;1 bis rue Jean Moulin;60340;SAINT LEU D'ESSERENT;03-44-56-05-34;http://mdo.oise.fr/la-mdo/trouver-une-bibliotheque/fiche-bibliotheque/saint-leu-d-esserent-bm;Oui;Accès à Internet dans la bibliothèque.;Accès libre;-----;Non;-----;-----;-----;-----;-----;Non;-----;-----;-----;-----;-----;-----;Non;-----;Non;-----;Tout public;-----;-----;-----;-----;"49,215589";"2,404568";Oise;Senlis;CA Creil Sud Oise
1026;2018;Bibliothèque Saint-Martin-aux-Bois;Public;Non;Bibliothèque - Médiathèque;-----;543 rue de l'Abbaye;60420;SAINT MARTIN AUX BOIS;03-44-51-03-55;http://mdo.oise.fr/la-mdo/trouver-une-bibliotheque/fiche-bibliotheque/saint-martin-aux-bois-bm;Oui;Accès à Internet dans la bibliothèque.;Accès libre;-----;Non;-----;-----;-----;-----;-----;Non;-----;-----;-----;-----;-----;-----;Non;-----;Non;-----;Tout public;-----;-----;-----;-----;"49,522265";"2,569375";Oise;Clermont;CC du Plateau Picard
1027;2018;Médiathèque Saint-Martin-Longueau;Public;Non;Bibliothèque - Médiathèque;-----;8 rue de la République;60700;SAINT MARTIN LONGUEAU;03-44-29-94-27;http://mdo.oise.fr/la-mdo/trouver-une-bibliotheque/fiche-bibliotheque/saint-martin-longueau-bm;Oui;Accès à Internet dans la bibliothèque.;Accès libre;-----;Non;-----;-----;-----;-----;-----;Non;-----;-----;-----;-----;-----;-----;Non;-----;Non;-----;Tout public;-----;-----;-----;-----;"49,34233";"2,606386";Oise;Clermont;CC des Pays d'Oise et d'Halatte
1029;2018;Bibliothèque - Espace Loisirs du Becquet;Public;Non;Bibliothèque - Médiathèque;-----;Rue des Courtillets;60650;SAINT PAUL;03-44-15-31-20;http://www.mairie-saint-paul.fr/vie_municipale/bibliotheque.php;Oui;Accès à Internet dans la bibliothèque.;Accès libre;-----;Non;-----;-----;-----;-----;-----;Non;-----;-----;-----;-----;-----;-----;Non;-----;Non;-----;Tout public;-----;-----;-----;-----;"49,418973";"1,993433";Oise;Beauvais;CA du Beauvaisis
1030;2018;Bibliothèque Giromeslivres;Public;Non;Bibliothèque - Médiathèque;-----;148 rue Aristide Briand;60320;SAINT SAUVEUR;03-44-86-14-90;http://saint-sauveur60.fr/mediatheque/;Oui;Accès à Internet dans la bibliothèque.;Accès libre;-----;Non;-----;-----;-----;-----;-----;Non;-----;-----;-----;-----;-----;-----;Non;-----;Non;-----;Tout public;-----;-----;-----;-----;"49,316986";"2,782774";Oise;Compiègne;CA de la Région de Compiègne et de la Basse Automne
1031;21/04/2021;Bibliothèque Municipale de Senlis;Public;Oui;Bibliothèque - Médiathèque;mediatheque@ville-senlis.fr;1 Place Saint-Pierre;60300;SENLIS;0344320404;http://mediatheque.ville-senlis.fr/;Oui;"Poste informatique connecté à internet, Tablette connectée à internet, Scanner, Imprimante";Libre;"gratuit, Impressions payantes";Oui;"L'utilisation de systèmes d'exploitation (Windows, IOS, Linux, Android…), L'utilisation d'outils et usages courants de bureautique et de communication (e-mails, messagerie instantanée, recherches sur internet, achats...), L'utilisation de services de création et de publication de contenus en ligne (graphisme, vidéo, blogs, sites...)";"Sur réservation, inscription ou prise de rendez-vous";En groupe;"Gratuitement, accessible en souscrivant à un abonnement ou une adhésion, accessible aux abonnés (gratuit pour senlisiens, les bénéficiaires des minimaux sociaux , les demandeurs d'emploi, les adhérents de l'association des Amis de la Bibliothèque de Senlis)";Annuelle;Non;-----;-----;-----;-----;-----;-----;Non;-----;Non;-----;Seniors;Réservés aux abonnés;Oui;Facile;-----;"49,20666";"2,587516";Oise;Senlis;CC Senlis Sud Oise
1032;2018;Bibliothèque Serifontaine;Public;Non;Bibliothèque - Médiathèque;-----;Rue du Four;60590;SERIFONTAINE;03-44-22-09-88;https://www.facebook.com/bibiotheque60590serifontaine/;Oui;Accès à Internet dans la bibliothèque.;Accès libre;-----;Non;-----;-----;-----;-----;-----;Non;-----;-----;-----;-----;-----;-----;Non;-----;Non;-----;Tout public;-----;-----;-----;-----;"49,355099";"1,772574";Oise;Beauvais;CC du Pays de Bray
1033;2018;Bibliothèque Songeons;Public;Non;Bibliothèque - Médiathèque;-----;3 place du Général de Gaulle;60380;Songeons;03-44-82-64-31;https://www.songeons.fr/bibliotheque-municipale.php;Oui;Accès à Internet dans la bibliothèque.;Accès libre;-----;Non;-----;-----;-----;-----;-----;Non;-----;-----;-----;-----;-----;-----;Non;-----;Non;-----;Tout public;-----;-----;-----;-----;"49,548101";"1,853647";Oise;Beauvais;CC de la Picardie Verte
1034;2018;Bibliothèque Tille;Public;Non;Bibliothèque - Médiathèque;-----;6 rue du Moulin;60000;TILLE;03-44-04-96-65;http://mdo.oise.fr/la-mdo/trouver-une-bibliotheque/fiche-bibliotheque/tille-bm;Oui;Accès à Internet dans la bibliothèque.;Accès libre;-----;Non;-----;-----;-----;-----;-----;Non;-----;-----;-----;-----;-----;-----;Non;-----;Non;-----;Tout public;-----;-----;-----;-----;"49,463217";"2,117978";Oise;Beauvais;CA du Beauvaisis
1035;2018;Tr@cythèque;Public;Non;Bibliothèque - Médiathèque;-----;Rue Roger Salengro;60170;TRACY LE MONT;03-44-75-23-15;http://tracy-le-mont.org/informations-communales/infos-pratiq;Oui;Accès à Internet dans la bibliothèque.;Accès libre;-----;Non;-----;-----;-----;-----;-----;Non;-----;-----;-----;-----;-----;-----;Non;-----;Non;-----;Tout public;-----;-----;-----;-----;"49,480433";"3,000404";Oise;Compiègne;CC des Lisières de l'Oise
1036;2018;Bibliothèque Trie-Château;Public;Non;Bibliothèque - Médiathèque;-----;5 Place de l'Eglise;60590;TRIE CHÂTEAU;03-44-49-72-24;http://mdo.oise.fr/la-mdo/trouver-une-bibliotheque/fiche-bibliotheque/trie-chateau-bm;Oui;Accès à Internet dans la bibliothèque.;Accès libre;-----;Non;-----;-----;-----;-----;-----;Non;-----;-----;-----;-----;-----;-----;Non;-----;Non;-----;Tout public;-----;-----;-----;-----;"49,284985";"1,815032";Oise;Beauvais;CC du Vexin-Thelle
1037;2018;Bibliothèque Trosly-Breuil;Public;Non;Bibliothèque - Médiathèque;-----;Rue du Moulin;60350;TROSLY BREUIL;03-44-85-42-66;http://mdo.oise.fr/la-mdo/trouver-une-bibliotheque/fiche-bibliotheque/trosly-breuil-bm;Oui;Accès à Internet dans la bibliothèque.;Accès libre;-----;Non;-----;-----;-----;-----;-----;Non;-----;-----;-----;-----;-----;-----;Non;-----;Non;-----;Tout public;-----;-----;-----;-----;"49,400354";"2,98472";Oise;Compiègne;CC des Lisières de l'Oise
1038;2018;Bibliothèque Venette;Public;Non;Bibliothèque - Médiathèque;-----;100 rue André Mellenne;60280;VENETTE;03-44-90-08-96;http://www.venette.fr/Loisirs-et-culture/Bibliotheque-Maison-InterGeneration;Oui;Accès à Internet dans la bibliothèque.;Accès libre;-----;Non;-----;-----;-----;-----;-----;Non;-----;-----;-----;-----;-----;-----;Non;-----;Non;-----;Tout public;-----;-----;-----;-----;"49,414651";"2,800959";Oise;Compiègne;CA de la Région de Compiègne et de la Basse Automne
1039;2018;Bibliothèque Verberie;Public;Non;Bibliothèque - Médiathèque;-----;7 Place Général de Gaulle;60410;VERBERIE;03-44-86-56-90;http://mdo.oise.fr/la-mdo/trouver-une-bibliotheque/fiche-bibliotheque/verberie-bm;Oui;Accès à Internet dans la bibliothèque.;Accès libre;-----;Non;-----;-----;-----;-----;-----;Non;-----;-----;-----;-----;-----;-----;Non;-----;Non;-----;Tout public;-----;-----;-----;-----;"49,309385";"2,728121";Oise;Senlis;CA de la Région de Compiègne et de la Basse Automne
1040;2018;Bibliothèque Villeneuve-les-Sablons;Public;Non;Bibliothèque - Médiathèque;-----;2 rue de la Mairie;60175;VILLENEUVE LES SABLONS;03-44-05-60-09;http://www.villeneuve-les-sablons.fr/rubrique/1/display/la-bibliotheque;Oui;Accès à Internet dans la bibliothèque.;Accès libre;-----;Non;-----;-----;-----;-----;-----;Non;-----;-----;-----;-----;-----;-----;Non;-----;Non;-----;Tout public;-----;-----;-----;-----;"49,236818";"2,077172";Oise;Beauvais;CC des Sablons
1041;2018;Bibliothèque Villers-Saint-Paul;Public;Non;Bibliothèque - Médiathèque;-----;28 boulevard de la République;60870;VILLERS SAINT PAUL;03-44-74-51-52;http://mdo.oise.fr/la-mdo/trouver-une-bibliotheque/fiche-bibliotheque/villers-saint-paul-bm;Oui;Accès à Internet dans la bibliothèque.;Accès libre;-----;Non;-----;-----;-----;-----;-----;Non;-----;-----;-----;-----;-----;-----;Non;-----;Non;-----;Tout public;-----;-----;-----;-----;"49,287766";"2,481461";Oise;Senlis;CA Creil Sud Oise
1042;2018;Bibliothèque Edouard David;Public;Non;Bibliothèque - Médiathèque;-----;Place du pays d'auge;80000;Amiens;03 60 01 04 19;-----;Oui;Accès à Internet dans la bibliothèque.;Accès libre;-----;Non;-----;-----;-----;-----;-----;Non;-----;-----;-----;-----;-----;-----;Non;-----;Non;-----;Tout public;-----;-----;-----;-----;"49,913545";"2,252974";Somme;Amiens;CA Amiens Métropole
1043;2018;Borne  Espace civique  - Métro Gare Lille Flandres - Métropole Européenne de Lille;Public;Non;"Collectivité territoriale, Ville, CCAS";-----;Place des Buisses;59000;Lille;-----;-----;Oui;"Bornes connectées à internet permettant de consulter les sites de partenaires et de remplir des démarches en ligne : Pôle Emploi, Caisse d'Allocations Familales, Assurance Maladie. Possibilité d'imprimer";Accès libre;Gratuit;Non;-----;-----;-----;-----;-----;Non;-----;-----;-----;-----;-----;-----;Non;-----;Non;-----;Tout public;-----;-----;-----;-----;"50,637001";"3,070878";Nord;Lille;Métropole Européenne de Lille
1044;2018;Borne  Espace civique  - Métro République - Métropole Européenne de Lille;Public;Non;"Collectivité territoriale, Ville, CCAS";-----;Place de la République;59000;Lille;-----;-----;Oui;"Bornes connectées à internet permettant de consulter les sites de partenaires et de remplir des démarches en ligne : Pôle Emploi, Caisse d'Allocations Familales, Assurance Maladie. Possibilité d'imprimer";Accès libre;Gratuit;Non;-----;-----;-----;-----;-----;Non;-----;-----;-----;-----;-----;-----;Non;-----;Non;-----;Tout public;-----;-----;-----;-----;"50,626719";"3,114862";Nord;Lille;Métropole Européenne de Lille
1045;2018;Borne  Espace civique  - Métro Eurotéléport - Métropole Européenne de Lille;Public;Non;"Collectivité territoriale, Ville, CCAS";-----;Roubaix Eurotéléport;59100;Roubaix;-----;-----;Oui;"Bornes connectées à internet permettant de consulter les sites de partenaires et de remplir des démarches en ligne : Pôle Emploi, Caisse d'Allocations Familales, Assurance Maladie. Possibilité d'imprimer";Accès libre;Gratuit;Non;-----;-----;-----;-----;-----;Non;-----;-----;-----;-----;-----;-----;Non;-----;Non;-----;Tout public;-----;-----;-----;-----;"50,686901";"3,190315";Nord;Lille;Métropole Européenne de Lille
1047;2018;Ateliers numériques - Initi'elles;Public;Non;Association;-----;"3, allée du Finistère Bât P";80000;Amiens;03 22 43 00 08;-----;Non;-----;-----;-----;Oui;Formation à l'informatique : ateliers d'initiation;Sur inscription;-----;-----;-----;Non;-----;-----;-----;-----;-----;-----;Non;-----;Non;-----;Public féminin;-----;-----;-----;-----;"49,916825";"2,25314";Somme;Amiens;CA Amiens Métropole
1048;2018;Point information jeunesse - secteur ouest;Public;Non;"Collectivité territoriale, Ville, CCAS";-----;les Coursives - Place du Pays d'Auge;80000;Amiens;-----;-----;Oui;Mise à disposition de matériel informatique et d'une connexion internet en accès libre;Accès libre;-----;Non;-----;-----;-----;-----;-----;Non;-----;-----;-----;-----;-----;-----;Non;-----;Non;-----;Public jeunes en priorité (jusqu'à 25 ans);-----;-----;-----;-----;"49,913545";"2,253374";Somme;Amiens;CA Amiens Métropole
1050;2018;Bibliothèque Le Petit Prince;Public;Non;Bibliothèque - Médiathèque;-----;"123, rue de Mercey";80090;Amiens;03 22 97 10 90;-----;Oui;Mise à disposition de matériel informatique et d'une connexion internet en accès libre;Accès libre;-----;Non;-----;-----;-----;-----;-----;Non;-----;-----;-----;-----;-----;-----;Non;-----;Non;-----;Tout public;-----;-----;-----;-----;"49,879489";"2,327822";Somme;Amiens;CA Amiens Métropole
1051;2018;Accompagnement numérique - Mairie de secteur Est (Amiens);Public;Non;"Collectivité territoriale, Ville, CCAS";-----;"166, chaussée Jules Ferry";80090;Amiens;03 22 50 47 65;-----;Oui;Libre accès tout public et accompagnement;Accès libre;-----;Non;-----;-----;-----;-----;-----;Non;-----;-----;-----;-----;-----;-----;Non;-----;Non;-----;Tout public;-----;-----;-----;-----;"49,881812";"2,328632";Somme;Amiens;CA Amiens Métropole
1052;2018;Point information jeunesse - secteur Est;Public;Non;"Collectivité territoriale, Ville, CCAS";-----;"121, rue Simone Signoret, Centre d'activité de la tour du marais";80090;Amiens;03 22 45 61 10;-----;Oui;mise à disposition de matériel informatique;Accès libre;-----;Non;-----;-----;-----;-----;-----;Oui;-----;-----;public jeune en priorité;-----;Gratuit;-----;Non;-----;Non;-----;Tout public;-----;-----;-----;-----;"49,891485";"2,296389";Somme;Amiens;CA Amiens Métropole
1053;2018;Accompagnement numérique - Mairie de secteur Centre (Amiens);Public;Non;"Collectivité territoriale, Ville, CCAS";-----;rue de la Malmaison;80090;Amiens;03 22 97 15 97;-----;Oui;Libre accès tout public et accompagnement;Accès libre;-----;Non;-----;-----;-----;-----;-----;Non;-----;-----;-----;-----;-----;-----;Non;-----;Non;-----;Tout public;-----;-----;-----;-----;"49,894201";"2,295236";Somme;Amiens;CA Amiens Métropole
1055;2018;Mission Locale pour l'Insertion Formation Emploi;Public;Non;"Pôle Emploi, Mission Locale";-----;rue Gresset;80090;Amiens;03 22 97 08 08;-----;Oui;Libre accès tout public et accompagnement;Accès libre;-----;Oui;"Formation à l'informatique : ateliers d'initiation - Atelier à la carte (lettre motivation, CV...)";Accès libre;max 10 personnes;-----;"1 fois par semaine mardi ou jeudi, selon la demande.";Non;-----;-----;-----;-----;-----;-----;Non;-----;Non;-----;Tout public;-----;-----;-----;-----;"49,893932";"2,294087";Somme;Amiens;CA Amiens Métropole
1057;2018;Ateliers numériques - AVA80;Public;Non;Association;-----;2 rue Beaumarchais;80090;Amiens;09 86 38 90 17;-----;Non;-----;-----;-----;Oui;Ateliers d'initiation pour tout public;Sur inscription;-----;-----;-----;Non;-----;-----;-----;-----;-----;-----;Non;-----;Non;-----;Tout public;-----;-----;-----;-----;"49,910443";"2,324834";Somme;Amiens;CA Amiens Métropole
1058;2018;Bibliothèque H. Bernheim;Public;Non;Bibliothèque - Médiathèque;-----;3 rue G. Guynemer;80090;Amiens;03 22 69 66 21;-----;Oui;Mise à disposition de matériel informatique et d'une connexion internet en accès libre;Libre accès limité des sites;-----;Non;-----;-----;-----;-----;-----;Non;-----;-----;-----;-----;-----;-----;Non;-----;Non;-----;Tout public;-----;-----;-----;-----;"49,911652";"2,300631";Somme;Amiens;CA Amiens Métropole
1059;2018;Ateliers numériques - ODYSSÉE;Public;Non;Association;-----;"29, avenue de la Paix";80090;Amiens;03 22 66 10 78;-----;Oui;mise à disposition de matériel informatique;Accès libre;-----;Non;-----;-----;-----;-----;-----;Oui;-----;-----;Tout public;-----;Gratuit;-----;Non;-----;Non;-----;Tout public;-----;-----;-----;-----;"49,911654";"2,309816";Somme;Amiens;CA Amiens Métropole
1060;2018;Bibliothèque Léopold Sedar Senghor;Public;Non;Bibliothèque - Médiathèque;-----;"20, rue d'Assas";80090;Amiens;03 60 01 02 24;-----;Oui;Mise à disposition de matériel informatique et d'une connexion internet en accès libre;Accès libre;-----;Non;-----;-----;-----;-----;-----;Non;-----;-----;-----;-----;-----;-----;Non;-----;Non;-----;Tout public;-----;-----;-----;-----;"49,87333";"2,312577";Somme;Amiens;CA Amiens Métropole
1061;2018;Point information jeunesse - secteur Sud;Public;Non;"Collectivité territoriale, Ville, CCAS";-----;"9, rue Antoine St Just";80000;Amiens;03 22 33 42 76;-----;Oui;Libre accès tout public et accompagnement;Accès libre;-----;Non;-----;-----;-----;-----;-----;Non;-----;-----;-----;-----;-----;-----;Non;-----;Non;-----;Tout public;-----;-----;-----;-----;"49,888965";"2,275432";Somme;Amiens;CA Amiens Métropole
1062;2018;Formations numériques - Cefir Dunkerque;Privé;Non;Association;-----;66 rue du Fort Louis;59140;Dunkerque;03 28 63 71 87;http://www.cefir.fr/;Non;-----;-----;-----;Oui;"Formation développeur.se logiciel - Introduction au secteur du numérique, au développement Web";Candidature sur dossier;Oui;Payant;-----;Non;-----;-----;-----;-----;-----;-----;Non;-----;Non;-----;Tout public;-----;-----;-----;-----;"51,026182";"2,376429";Nord;Dunkerque;CU de Dunkerque
1063;2018;Camping-car numérique;Public;Non;"Collectivité territoriale, Ville, CCAS";a.humbert@cctso.fr;-----;02510;Vénérolles;03 23 61 12 17;https://www.cctso.fr/;Oui;Matériel numérique et d’un accès internet.;Accès libre;Gratuit;Oui;-----;-----;Individuel;Gratuit;Deux agents parcourent chaque mois trente-deux communes des 36 communes du territoire de la CCTSO à bord d’un camping-car. A raison d’une demi-journée de permanence par mois dans chaque village. Le camping-car est équipé en matériel numérique et d’un accès internet.;Oui;-----;Accès libre avec accompagnement personnalisé sur demande;-----;individuel;Gratuit;Deux agents parcourent chaque mois trente-deux communes des 36 communes du territoire de la CCTSO à bord d’un camping-car. A raison d’une demi-journée de permanence par mois dans chaque village. Le camping-car est équipé en matériel numérique et d’un accès internet.;Non;-----;Non;-----;Tout public;-----;"Oui : PMR, visuels, auditifs";-----;-----;"49,969952";"3,641727";Aisne;Vervins;CC Thiérache Sambre et Oise
1065;2018;Camping-car numérique;Public;Non;"Collectivité territoriale, Ville, CCAS";a.humbert@cctso.fr;-----;02110;Aisonvilles et Bernoville;03 23 61 12 17;https://www.cctso.fr/;Oui;Matériel numérique et d’un accès internet.;Accès libre;Gratuit;Oui;-----;-----;Individuel;Gratuit;Deux agents parcourent chaque mois trente-deux communes des 36 communes du territoire de la CCTSO à bord d’un camping-car. A raison d’une demi-journée de permanence par mois dans chaque village. Le camping-car est équipé en matériel numérique et d’un accès internet.;Oui;-----;Accès libre avec accompagnement personnalisé sur demande;-----;individuel;Gratuit;Deux agents parcourent chaque mois trente-deux communes des 36 communes du territoire de la CCTSO à bord d’un camping-car. A raison d’une demi-journée de permanence par mois dans chaque village. Le camping-car est équipé en matériel numérique et d’un accès internet.;Non;-----;Non;-----;Tout public;-----;"Oui : PMR, visuels, auditifs";-----;-----;"49,929118";"3,540386";Aisne;Vervins;CC Thiérache Sambre et Oise
1067;2018;Camping-car numérique;Public;Non;"Collectivité territoriale, Ville, CCAS";a.humbert@cctso.fr;-----;02450;Lavaqueresse;03 23 61 12 17;https://www.cctso.fr/;Oui;Matériel numérique et d’un accès internet.;Accès libre;Gratuit;Oui;-----;-----;Individuel;Gratuit;Deux agents parcourent chaque mois trente-deux communes des 36 communes du territoire de la CCTSO à bord d’un camping-car. A raison d’une demi-journée de permanence par mois dans chaque village. Le camping-car est équipé en matériel numérique et d’un accès internet.;Oui;-----;Accès libre avec accompagnement personnalisé sur demande;-----;individuel;Gratuit;Deux agents parcourent chaque mois trente-deux communes des 36 communes du territoire de la CCTSO à bord d’un camping-car. A raison d’une demi-journée de permanence par mois dans chaque village. Le camping-car est équipé en matériel numérique et d’un accès internet.;Non;-----;Non;-----;Tout public;-----;"Oui : PMR, visuels, auditifs";-----;-----;"49,946174";"3,70399";Aisne;Vervins;CC Thiérache Sambre et Oise
1069;2018;Camping-car numérique;Public;Non;"Collectivité territoriale, Ville, CCAS";a.humbert@cctso.fr;-----;02110;La Vallée-Mulâtre;03 23 61 12 17;https://www.cctso.fr/;Oui;Matériel numérique et d’un accès internet.;Accès libre;Gratuit;Oui;-----;-----;Individuel;Gratuit;Deux agents parcourent chaque mois trente-deux communes des 36 communes du territoire de la CCTSO à bord d’un camping-car. A raison d’une demi-journée de permanence par mois dans chaque village. Le camping-car est équipé en matériel numérique et d’un accès internet.;Oui;-----;Accès libre avec accompagnement personnalisé sur demande;-----;individuel;Gratuit;Deux agents parcourent chaque mois trente-deux communes des 36 communes du territoire de la CCTSO à bord d’un camping-car. A raison d’une demi-journée de permanence par mois dans chaque village. Le camping-car est équipé en matériel numérique et d’un accès internet.;Non;-----;Non;-----;Tout public;-----;"Oui : PMR, visuels, auditifs";-----;-----;"50,020686";"3,559018";Aisne;Vervins;CC Thiérache Sambre et Oise
1071;2018;Camping-car numérique;Public;Non;"Collectivité territoriale, Ville, CCAS";a.humbert@cctso.fr;-----;02120;Malzy;03 23 61 12 17;https://www.cctso.fr/;Oui;Matériel numérique et d’un accès internet.;Accès libre;Gratuit;Oui;-----;-----;Individuel;Gratuit;Deux agents parcourent chaque mois trente-deux communes des 36 communes du territoire de la CCTSO à bord d’un camping-car. A raison d’une demi-journée de permanence par mois dans chaque village. Le camping-car est équipé en matériel numérique et d’un accès internet.;Oui;-----;Accès libre avec accompagnement personnalisé sur demande;-----;individuel;Gratuit;Deux agents parcourent chaque mois trente-deux communes des 36 communes du territoire de la CCTSO à bord d’un camping-car. A raison d’une demi-journée de permanence par mois dans chaque village. Le camping-car est équipé en matériel numérique et d’un accès internet.;Non;-----;Non;-----;Tout public;-----;"Oui : PMR, visuels, auditifs";-----;-----;"49,907627";"3,723395";Aisne;Vervins;CC Thiérache Sambre et Oise
1073;2018;Camping-car numérique;Public;Non;"Collectivité territoriale, Ville, CCAS";a.humbert@cctso.fr;-----;02110;Grougis;03 23 61 12 17;https://www.cctso.fr/;Oui;Matériel numérique et d’un accès internet.;Accès libre;Gratuit;Oui;-----;-----;Individuel;Gratuit;Deux agents parcourent chaque mois trente-deux communes des 36 communes du territoire de la CCTSO à bord d’un camping-car. A raison d’une demi-journée de permanence par mois dans chaque village. Le camping-car est équipé en matériel numérique et d’un accès internet.;Oui;-----;Accès libre avec accompagnement personnalisé sur demande;-----;individuel;Gratuit;Deux agents parcourent chaque mois trente-deux communes des 36 communes du territoire de la CCTSO à bord d’un camping-car. A raison d’une demi-journée de permanence par mois dans chaque village. Le camping-car est équipé en matériel numérique et d’un accès internet.;Non;-----;Non;-----;Tout public;-----;"Oui : PMR, visuels, auditifs";-----;-----;"49,942456";"3,532127";Aisne;Vervins;CC Thiérache Sambre et Oise
1075;2018;Camping-car numérique;Public;Non;"Collectivité territoriale, Ville, CCAS";a.humbert@cctso.fr;-----;02510;Iron;03 23 61 12 17;https://www.cctso.fr/;Oui;Matériel numérique et d’un accès internet.;Accès libre;Gratuit;Oui;-----;-----;Individuel;Gratuit;Deux agents parcourent chaque mois trente-deux communes des 36 communes du territoire de la CCTSO à bord d’un camping-car. A raison d’une demi-journée de permanence par mois dans chaque village. Le camping-car est équipé en matériel numérique et d’un accès internet.;Oui;-----;Accès libre avec accompagnement personnalisé sur demande;-----;individuel;Gratuit;Deux agents parcourent chaque mois trente-deux communes des 36 communes du territoire de la CCTSO à bord d’un camping-car. A raison d’une demi-journée de permanence par mois dans chaque village. Le camping-car est équipé en matériel numérique et d’un accès internet.;Non;-----;Non;-----;Tout public;-----;"Oui : PMR, visuels, auditifs";-----;-----;"49,965195";"3,648419";Aisne;Vervins;CC Thiérache Sambre et Oise
1077;2018;Camping-car numérique;Public;Non;"Collectivité territoriale, Ville, CCAS";a.humbert@cctso.fr;-----;02110;Molain;03 23 61 12 17;https://www.cctso.fr/;Oui;Matériel numérique et d’un accès internet.;Accès libre;Gratuit;Oui;-----;-----;Individuel;Gratuit;Deux agents parcourent chaque mois trente-deux communes des 36 communes du territoire de la CCTSO à bord d’un camping-car. A raison d’une demi-journée de permanence par mois dans chaque village. Le camping-car est équipé en matériel numérique et d’un accès internet.;Oui;-----;Accès libre avec accompagnement personnalisé sur demande;-----;individuel;Gratuit;Deux agents parcourent chaque mois trente-deux communes des 36 communes du territoire de la CCTSO à bord d’un camping-car. A raison d’une demi-journée de permanence par mois dans chaque village. Le camping-car est équipé en matériel numérique et d’un accès internet.;Non;-----;Non;-----;Tout public;-----;"Oui : PMR, visuels, auditifs";-----;-----;"50,027026";"3,550155";Aisne;Vervins;CC Thiérache Sambre et Oise
1079;2018;Camping-car numérique;Public;Non;"Collectivité territoriale, Ville, CCAS";a.humbert@cctso.fr;-----;02120;Villers-les-Guise;03 23 61 12 17;https://www.cctso.fr/;Oui;Matériel numérique et d’un accès internet.;Accès libre;Gratuit;Oui;-----;-----;Individuel;Gratuit;Deux agents parcourent chaque mois trente-deux communes des 36 communes du territoire de la CCTSO à bord d’un camping-car. A raison d’une demi-journée de permanence par mois dans chaque village. Le camping-car est équipé en matériel numérique et d’un accès internet.;Oui;-----;Accès libre avec accompagnement personnalisé sur demande;-----;individuel;Gratuit;Deux agents parcourent chaque mois trente-deux communes des 36 communes du territoire de la CCTSO à bord d’un camping-car. A raison d’une demi-journée de permanence par mois dans chaque village. Le camping-car est équipé en matériel numérique et d’un accès internet.;Non;-----;Non;-----;Tout public;-----;"Oui : PMR, visuels, auditifs";-----;-----;"49,918583";"3,67755";Aisne;Vervins;CC Thiérache Sambre et Oise
1081;2018;Camping-car numérique;Public;Non;"Collectivité territoriale, Ville, CCAS";a.humbert@cctso.fr;-----;02120;Flavigny-le-Grand;03 23 61 12 17;https://www.cctso.fr/;Oui;Matériel numérique et d’un accès internet.;Accès libre;Gratuit;Oui;-----;-----;Individuel;Gratuit;Deux agents parcourent chaque mois trente-deux communes des 36 communes du territoire de la CCTSO à bord d’un camping-car. A raison d’une demi-journée de permanence par mois dans chaque village. Le camping-car est équipé en matériel numérique et d’un accès internet.;Oui;-----;Accès libre avec accompagnement personnalisé sur demande;-----;individuel;Gratuit;Deux agents parcourent chaque mois trente-deux communes des 36 communes du territoire de la CCTSO à bord d’un camping-car. A raison d’une demi-journée de permanence par mois dans chaque village. Le camping-car est équipé en matériel numérique et d’un accès internet.;Non;-----;Non;-----;Tout public;-----;"Oui : PMR, visuels, auditifs";-----;-----;"49,890123";"3,687631";Aisne;Vervins;CC Thiérache Sambre et Oise
1083;2018;Camping-car numérique;Public;Non;"Collectivité territoriale, Ville, CCAS";a.humbert@cctso.fr;-----;02120;Vadencourt;03 23 61 12 17;https://www.cctso.fr/;Oui;Matériel numérique et d’un accès internet.;Accès libre;Gratuit;Oui;-----;-----;Individuel;Gratuit;Deux agents parcourent chaque mois trente-deux communes des 36 communes du territoire de la CCTSO à bord d’un camping-car. A raison d’une demi-journée de permanence par mois dans chaque village. Le camping-car est équipé en matériel numérique et d’un accès internet.;Oui;-----;Accès libre avec accompagnement personnalisé sur demande;-----;individuel;Gratuit;Deux agents parcourent chaque mois trente-deux communes des 36 communes du territoire de la CCTSO à bord d’un camping-car. A raison d’une demi-journée de permanence par mois dans chaque village. Le camping-car est équipé en matériel numérique et d’un accès internet.;Non;-----;Non;-----;Tout public;-----;"Oui : PMR, visuels, auditifs";-----;-----;"49,930035";"3,583095";Aisne;Vervins;CC Thiérache Sambre et Oise
